image,y,g_alignment,g_colorfulness,g_composition,g_contrast,g_harmony,g_local,g_simplicity,g_whitespace,r_colorfulness_variety,r_dominant_colors,r_edge_density,r_jpeg_bpp,r_whitespace,score,weighted_sum,x_anisotropy,x_contour_congestion,x_edge_orientation_entropy,x_feature_congestion,x_sequence
../calista/rating-based-dataset/images/english/115.png,3.8757159221076747,0.213,0.71,0.3,1.0,0.866,0.431,0.0,0.641,51.3169,11.0,0.2844,0.1758,0.4734,30.0,0.4373,0.9444,0.6939,0.8819,0.0378,0.9
../calista/rating-based-dataset/images/english/116.png,1.9425287356321839,0.236,0.318,0.4,1.0,0.97,0.669,0.0,0.804,73.1959,14.0,0.3761,0.2617,0.5171,38.0,0.4863,1.4122,0.7931,0.7882,0.0248,0.5
../calista/rating-based-dataset/images/english/117.png,3.5074626865671643,0.378,0.988,0.72,1.0,0.908,0.858,0.47,0.369,29.9298,3.0,0.1693,0.1134,0.8398,72.0,0.6662,1.0922,0.577,0.8646,0.0137,0.9
../calista/rating-based-dataset/images/english/118.png,5.627753303964758,0.12,0.142,0.32,1.0,0.853,0.48,0.0,0.053,87.8885,14.0,0.2951,0.1833,0.2432,16.0,0.3368,0.5705,0.768,0.9477,0.0534,0.9
../calista/rating-based-dataset/images/english/119.png,3.779008438818565,0.114,0.51,0.47,1.0,0.788,0.55,0.0,0.411,61.9292,11.0,0.3269,0.1857,0.4125,29.0,0.4332,0.6452,0.7382,0.9339,0.0562,0.1
../calista/rating-based-dataset/images/english/12.png,2.165137614678899,0.2,0.56,0.1,1.0,0.793,0.385,0.0,0.858,59.2561,10.0,0.3192,0.2244,0.7061,21.0,0.3819,0.8366,0.7903,0.9026,0.0555,0.1
../calista/rating-based-dataset/images/english/120.png,6.105726872246696,0.262,0.918,0.13,0.464,0.894,0.584,0.1,0.244,38.1359,15.0,0.2374,0.1258,0.3589,17.0,0.3427,0.9195,0.7409,0.8931,0.0193,1.0
../calista/rating-based-dataset/images/english/121.png,5.5741127348643005,0.206,0.639,0.63,1.0,0.933,0.793,0.141,0.295,55.1191,13.0,0.1894,0.1364,0.3769,48.0,0.5378,0.9673,0.6759,0.881,0.0306,1.0
../calista/rating-based-dataset/images/english/122.png,4.654370034052214,0.174,0.909,0.27,1.0,1.0,0.871,0.259,0.899,11.0841,8.0,0.1735,0.1208,0.6919,48.0,0.5364,1.2073,0.6366,0.8398,0.0121,1.0
../calista/rating-based-dataset/images/english/123.png,4.6923076923076925,0.153,0.991,0.73,1.0,0.981,0.83,0.126,0.97,29.1818,7.0,0.2112,0.1482,0.5816,69.0,0.651,0.8493,0.7065,0.9004,0.0125,0.2
../calista/rating-based-dataset/images/english/124.png,6.1266519823788546,0.066,0.919,0.35,0.77,0.948,0.44,0.0,0.33,38.0961,9.0,0.4177,0.1676,0.3882,23.0,0.3949,0.2582,0.8401,0.9876,0.0196,0.6
../calista/rating-based-dataset/images/english/125.png,4.641386782231852,0.298,0.992,0.05,1.0,0.902,0.413,0.757,0.141,21.0287,1.0,0.0979,0.0846,0.9281,33.0,0.4562,0.5886,0.7212,0.944,0.011,0.9
../calista/rating-based-dataset/images/english/128.png,3.8821961620469083,0.15,0.266,0.56,1.0,0.776,0.81,0.071,0.193,76.8037,7.0,0.3669,0.2322,0.3378,32.0,0.4522,1.0481,0.8089,0.8602,0.0516,0.9
../calista/rating-based-dataset/images/english/129.png,4.758408071748879,0.138,0.839,0.57,1.0,0.837,0.736,0.0,0.277,43.8787,12.0,0.2443,0.1622,0.3708,38.0,0.4876,1.2094,0.6771,0.8368,0.0341,0.1
../calista/rating-based-dataset/images/english/13.png,4.458115183246074,0.25,0.44,0.31,1.0,0.862,0.671,0.027,0.872,65.7501,10.0,0.2282,0.1508,0.7015,35.0,0.4706,1.0128,0.6582,0.8742,0.0282,0.9
../calista/rating-based-dataset/images/english/130.png,5.757203842049093,0.122,1.0,0.52,1.0,0.794,0.859,0.0,0.146,24.6032,14.0,0.3731,0.194,0.3146,35.0,0.4706,0.8518,0.7274,0.8898,0.0311,0.4
../calista/rating-based-dataset/images/english/131.png,3.5375854214123006,0.154,0.649,0.3,1.0,0.893,0.6,0.0,0.59,54.5711,14.0,0.3864,0.2324,0.4602,29.0,0.432,0.8991,0.7426,0.8937,0.0433,0.7
../calista/rating-based-dataset/images/english/132.png,4.008762322015334,0.153,0.326,0.41,1.0,0.82,0.468,0.0,0.188,72.61,14.0,0.3688,0.2107,0.3355,22.0,0.3878,1.3889,0.7726,0.7866,0.0498,0.7
../calista/rating-based-dataset/images/english/133.png,4.92128121606949,0.168,0.242,0.57,1.0,0.864,0.575,0.0,0.652,78.5638,10.0,0.2986,0.1737,0.4762,38.0,0.4872,0.9287,0.7352,0.8862,0.0377,0.7
../calista/rating-based-dataset/images/english/134.png,3.436111111111111,0.227,0.797,0.36,1.0,0.871,0.583,0.312,0.459,46.459,3.0,0.2006,0.1423,0.814,40.0,0.4967,1.3434,0.6314,0.8095,0.0292,1.0
../calista/rating-based-dataset/images/english/135.png,5.66193853427896,0.192,0.963,0.82,1.0,0.959,0.888,0.107,0.136,33.7794,9.0,0.2019,0.1379,0.309,59.0,0.5959,1.0435,0.5508,0.869,0.016,0.1
../calista/rating-based-dataset/images/english/136.png,4.330023364485982,0.133,0.332,0.3,1.0,0.865,0.513,0.0,0.579,72.2255,9.0,0.3148,0.2053,0.4574,24.0,0.4005,1.1671,0.7158,0.8381,0.0435,0.9
../calista/rating-based-dataset/images/english/137.png,3.6164079822616406,0.309,0.973,0.8,1.0,1.0,0.632,0.558,0.304,17.622,3.0,0.1465,0.1015,0.8602,74.0,0.6782,1.1455,0.6354,0.854,0.0168,1.0
../calista/rating-based-dataset/images/english/138.png,1.7425,0.078,0.072,0.11,1.0,0.834,0.394,0.0,0.068,98.077,18.0,0.5825,0.336,0.2591,10.0,0.2614,0.6523,0.8644,0.9337,0.0851,0.9
../calista/rating-based-dataset/images/english/139.png,3.5813953488372094,0.147,0.336,0.39,1.0,0.85,0.423,0.0,0.108,71.9763,14.0,0.3715,0.2284,0.2917,20.0,0.374,1.0249,0.7453,0.8704,0.0554,0.7
../calista/rating-based-dataset/images/english/14.png,2.8623655913978494,0.459,0.903,0.2,1.0,0.911,0.606,0.0,0.994,10.5989,11.0,0.2528,0.191,0.6033,43.0,0.5104,0.8047,0.6766,0.9108,0.0101,0.6
../calista/rating-based-dataset/images/english/140.png,3.6038283062645013,0.163,0.979,0.58,1.0,0.825,0.692,0.0,0.987,31.5883,9.0,0.3319,0.2085,0.5951,54.0,0.57,1.0334,0.7789,0.8614,0.0308,0.8
../calista/rating-based-dataset/images/english/141.png,3.2814606741573034,0.088,0.346,0.39,1.0,0.782,0.417,0.0,0.07,71.3616,14.0,0.2861,0.1931,0.2615,18.0,0.3544,0.6497,0.7195,0.9378,0.0658,0.5
../calista/rating-based-dataset/images/english/142.png,6.16006600660066,0.132,0.998,0.55,1.0,0.842,0.752,0.068,0.298,27.2206,8.0,0.2481,0.149,0.378,41.0,0.5037,0.7991,0.7227,0.9129,0.0181,0.7
../calista/rating-based-dataset/images/english/143.png,4.483634311512415,0.33,0.984,0.14,1.0,1.0,0.837,0.662,0.424,19.3725,5.0,0.1124,0.0689,0.4163,48.0,0.5364,1.403,0.5791,0.772,0.012,0.9
../calista/rating-based-dataset/images/english/144.png,3.7626931567328916,0.127,0.237,0.6,1.0,0.878,0.777,0.0,0.827,79.0088,14.0,0.356,0.2225,0.5242,45.0,0.5197,1.0963,0.7502,0.8542,0.0591,0.1
../calista/rating-based-dataset/images/english/145.png,4.340269277845778,0.22,0.909,0.36,1.0,0.9,0.597,0.484,0.895,38.929,5.0,0.1499,0.0997,0.6933,55.0,0.5735,1.4458,0.5785,0.7913,0.0237,0.9
../calista/rating-based-dataset/images/english/146.png,4.2431466030989275,0.109,0.556,0.17,1.0,0.815,0.667,0.0,0.99,59.4787,10.0,0.3036,0.1935,0.5984,27.0,0.4189,1.1115,0.7268,0.8537,0.0432,0.9
../calista/rating-based-dataset/images/english/147.png,4.053430821147357,0.105,0.495,0.6,1.0,0.877,0.559,0.0,0.95,62.7189,10.0,0.3516,0.2034,0.5699,47.0,0.5307,0.8432,0.7315,0.9051,0.0533,0.9
../calista/rating-based-dataset/images/english/148.png,4.439181916038751,0.12,0.56,0.37,1.0,0.854,0.816,0.0,0.208,59.2898,16.0,0.4067,0.2316,0.3442,26.0,0.4115,1.0808,0.7543,0.844,0.0538,0.7
../calista/rating-based-dataset/images/english/149.png,5.229007633587786,0.209,0.959,0.44,1.0,0.82,0.688,0.657,0.789,34.1831,4.0,0.106,0.0879,0.727,62.0,0.6084,0.8162,0.6177,0.9011,0.0241,0.7
../calista/rating-based-dataset/images/english/15.png,3.889007470651014,0.108,0.885,0.27,1.0,0.779,0.488,0.0,0.932,40.7132,11.0,0.3406,0.1931,0.5618,31.0,0.4464,0.9861,0.695,0.8784,0.0391,0.4
../calista/rating-based-dataset/images/english/150.png,4.992441860465116,0.115,0.686,0.25,1.0,0.875,0.628,0.0,0.021,52.6278,18.0,0.4485,0.2441,0.187,18.0,0.3568,1.1644,0.7911,0.8237,0.0401,0.7
../calista/rating-based-dataset/images/english/151.png,4.3919821826280625,0.195,0.859,0.42,1.0,0.745,0.715,0.143,0.987,42.51,5.0,0.3451,0.2067,0.5951,48.0,0.5366,1.0003,0.7418,0.8767,0.0343,0.9
../calista/rating-based-dataset/images/english/152.png,4.900440044004401,0.251,0.927,0.28,1.0,0.928,0.744,0.117,0.878,37.3494,7.0,0.2271,0.1442,0.6992,44.0,0.516,1.2235,0.6903,0.8311,0.0209,0.1
../calista/rating-based-dataset/images/english/153.png,4.160954712362301,0.175,0.885,0.78,1.0,0.818,0.719,0.0,0.451,40.7391,13.0,0.3561,0.2282,0.4237,54.0,0.5695,0.9327,0.7995,0.8851,0.0365,0.9
../calista/rating-based-dataset/images/english/154.png,4.197152245345016,0.386,0.958,0.75,1.0,1.0,0.639,0.839,0.166,15.6864,3.0,0.0776,0.0608,0.915,77.0,0.7015,0.8688,0.6252,0.8964,0.0129,0.9
../calista/rating-based-dataset/images/english/155.png,4.228710462287105,0.125,0.712,0.24,1.0,0.87,0.757,0.0,0.035,51.2261,13.0,0.345,0.212,0.2164,19.0,0.3658,1.3103,0.7032,0.7991,0.0346,0.6
../calista/rating-based-dataset/images/english/156.png,3.373644251626898,0.139,0.737,0.56,1.0,0.783,0.749,0.0,0.996,49.8331,9.0,0.3681,0.2448,0.6067,50.0,0.5461,0.9681,0.7575,0.8759,0.0505,1.0
../calista/rating-based-dataset/images/english/157.png,3.750836120401338,0.088,0.832,0.19,1.0,0.838,0.411,0.0,0.029,44.3255,19.0,0.5145,0.2419,0.2066,15.0,0.3285,0.3371,0.8262,0.9792,0.042,0.8
../calista/rating-based-dataset/images/english/158.png,5.449267192784667,0.121,0.969,0.39,1.0,0.887,0.675,0.0,0.441,32.959,15.0,0.3265,0.1622,0.4208,33.0,0.4599,0.7813,0.735,0.903,0.0258,0.7
../calista/rating-based-dataset/images/english/159.png,3.2714446952595937,0.091,0.065,0.17,1.0,0.926,0.511,0.0,0.627,99.3753,10.0,0.2778,0.1954,0.4697,18.0,0.3521,0.6145,0.744,0.9421,0.0541,0.7
../calista/rating-based-dataset/images/english/16.png,2.1003253796095445,0.136,0.817,0.63,1.0,0.852,0.498,0.036,0.933,45.2153,8.0,0.3879,0.2383,0.562,53.0,0.5606,0.7225,0.7909,0.9247,0.0335,0.8
../calista/rating-based-dataset/images/english/160.png,3.8394854586129754,0.324,0.827,0.08,1.0,0.919,0.773,0.0,0.704,44.6281,10.0,0.2315,0.1892,0.7504,29.0,0.4326,0.7661,0.7203,0.9125,0.0273,0.2
../calista/rating-based-dataset/images/english/161.png,4.595588235294118,0.209,0.999,0.54,1.0,0.868,0.809,0.123,0.902,23.962,8.0,0.2197,0.1302,0.6906,58.0,0.5874,1.2629,0.7139,0.8255,0.0155,0.9
../calista/rating-based-dataset/images/english/162.png,4.2713950762016415,0.164,0.646,0.19,1.0,0.969,0.643,0.015,0.163,54.7392,17.0,0.2518,0.1549,0.3238,20.0,0.372,1.7055,0.6564,0.7149,0.0218,1.0
../calista/rating-based-dataset/images/english/163.png,2.692510548523207,0.309,0.808,0.47,1.0,0.81,0.368,0.242,0.389,45.7629,5.0,0.1948,0.1463,0.8337,42.0,0.5055,1.0617,0.7106,0.8712,0.0347,0.9
../calista/rating-based-dataset/images/english/164.png,3.8472222222222223,0.31,0.841,0.29,1.0,1.0,0.437,0.967,0.08,6.252,1.0,0.0481,0.0513,0.9696,51.0,0.5509,0.6375,0.6695,0.9426,0.0057,0.9
../calista/rating-based-dataset/images/english/165.png,5.01827242524917,0.233,0.557,0.28,1.0,0.901,0.637,0.02,0.164,59.4365,15.0,0.2529,0.1531,0.3241,23.0,0.3967,1.3125,0.7072,0.8109,0.0278,0.9
../calista/rating-based-dataset/images/english/166.png,3.4172043010752686,0.153,0.171,0.34,1.0,0.835,0.773,0.0,0.487,84.7736,14.0,0.4092,0.2377,0.4333,25.0,0.4085,1.4068,0.7671,0.7864,0.0707,0.9
../calista/rating-based-dataset/images/english/167.png,4.611650485436893,0.316,0.747,0.75,1.0,0.855,0.879,0.032,0.307,49.299,9.0,0.2354,0.1491,0.3811,56.0,0.5788,1.0564,0.6917,0.8522,0.033,0.7
../calista/rating-based-dataset/images/english/168.png,3.6555806087936866,0.099,0.474,0.55,1.0,0.861,0.647,0.0,0.258,63.9027,11.0,0.3899,0.24,0.364,32.0,0.4489,1.0986,0.7514,0.8547,0.0533,0.3
../calista/rating-based-dataset/images/english/169.png,4.26330690826727,0.166,0.923,0.95,1.0,1.0,0.888,0.356,0.405,12.2757,6.0,0.1726,0.113,0.8292,76.0,0.6916,1.1862,0.721,0.839,0.0107,0.9
../calista/rating-based-dataset/images/english/17.png,4.934331797235023,0.155,0.615,0.51,1.0,0.898,0.802,0.138,0.669,56.3971,7.0,0.2189,0.1382,0.4806,46.0,0.5285,1.0521,0.6523,0.8581,0.0238,0.2
../calista/rating-based-dataset/images/english/170.png,5.676600441501104,0.204,0.64,0.85,1.0,0.832,0.703,0.042,0.177,55.0583,15.0,0.2202,0.1456,0.3306,52.0,0.558,1.3384,0.6079,0.7866,0.036,0.4
../calista/rating-based-dataset/images/english/171.png,4.412459720730397,0.129,0.924,0.14,1.0,0.791,0.511,0.036,0.505,37.6594,8.0,0.3872,0.2138,0.4383,21.0,0.3806,1.0087,0.7668,0.8744,0.0354,0.1
../calista/rating-based-dataset/images/english/172.png,5.196868008948546,0.172,0.796,0.79,1.0,1.0,0.529,0.476,0.188,3.5157,5.0,0.1427,0.1081,0.9045,63.0,0.6136,0.9857,0.7116,0.8806,0.0025,0.9
../calista/rating-based-dataset/images/english/173.png,4.3887043189368775,0.182,0.784,0.32,1.0,0.925,0.565,0.0,0.799,47.1804,15.0,0.3058,0.1994,0.5159,36.0,0.472,1.1107,0.7528,0.8536,0.0285,0.9
../calista/rating-based-dataset/images/english/174.png,4.535194174757281,0.13,0.91,0.87,1.0,0.766,0.504,0.143,0.875,38.816,5.0,0.3179,0.1735,0.7003,66.0,0.6334,0.906,0.8042,0.8921,0.034,0.9
../calista/rating-based-dataset/images/english/175.png,4.34113712374582,0.209,0.914,0.41,1.0,0.901,0.795,0.062,0.876,38.5154,9.0,0.2232,0.1389,0.54,48.0,0.537,1.4096,0.7013,0.8035,0.021,0.7
../calista/rating-based-dataset/images/english/176.png,3.8226164079822618,0.177,0.816,0.26,1.0,0.865,0.599,0.0,0.94,45.2913,10.0,0.3946,0.2488,0.5654,35.0,0.4666,1.0789,0.75,0.8642,0.0263,0.5
../calista/rating-based-dataset/images/english/177.png,5.0936768149882905,0.129,0.971,0.2,1.0,0.857,0.5,0.0,0.068,32.6932,15.0,0.3411,0.1908,0.2589,18.0,0.3574,0.9215,0.7611,0.8904,0.0291,0.4
../calista/rating-based-dataset/images/english/178.png,5.077929465301479,0.195,0.967,0.69,1.0,0.875,0.756,0.075,0.453,33.1885,8.0,0.2221,0.1466,0.4242,55.0,0.5711,1.5479,0.6222,0.7641,0.0227,0.2
../calista/rating-based-dataset/images/english/179.png,3.397577092511013,0.228,0.88,0.5,1.0,0.915,0.625,0.052,0.806,41.1197,9.0,0.2074,0.1524,0.7222,50.0,0.5462,1.1341,0.729,0.8532,0.0128,0.9
../calista/rating-based-dataset/images/english/18.png,2.9574353448275863,0.378,0.997,0.29,1.0,0.861,0.762,0.107,0.993,22.7246,6.0,0.3563,0.2177,0.6021,50.0,0.5476,1.258,0.7742,0.8221,0.0189,0.7
../calista/rating-based-dataset/images/english/180.png,3.517505470459519,0.175,0.929,0.16,1.0,0.849,0.538,0.072,0.849,37.1988,9.0,0.2334,0.1352,0.7089,30.0,0.4408,1.0905,0.7291,0.8708,0.0288,0.9
../calista/rating-based-dataset/images/english/181.png,5.534502923976608,0.135,0.976,0.7,1.0,0.806,0.547,0.51,0.36,31.9648,5.0,0.1474,0.0926,0.8425,60.0,0.597,1.0325,0.6441,0.8597,0.0228,0.2
../calista/rating-based-dataset/images/english/182.png,5.884361233480176,0.204,0.691,0.76,1.0,0.881,0.854,0.008,0.21,52.3403,17.0,0.2833,0.1574,0.3452,50.0,0.5482,1.0181,0.7045,0.873,0.0274,0.1
../calista/rating-based-dataset/images/english/183.png,4.183957219251337,0.135,0.236,0.65,1.0,0.875,0.656,0.0,0.15,79.1105,16.0,0.3157,0.2037,0.3171,33.0,0.4596,0.8547,0.7211,0.8994,0.0536,0.9
../calista/rating-based-dataset/images/english/184.png,4.897377423033067,0.143,0.624,0.21,1.0,0.918,0.617,0.0,0.983,55.9245,10.0,0.2744,0.1695,0.6488,31.0,0.4462,1.2017,0.6782,0.8218,0.0334,0.5
../calista/rating-based-dataset/images/english/185.png,5.2536764705882355,0.105,0.681,0.85,1.0,0.835,0.79,0.0,0.33,52.8764,15.0,0.4174,0.2181,0.3882,52.0,0.5595,0.6189,0.7793,0.9402,0.0447,0.1
../calista/rating-based-dataset/images/english/186.png,3.6958333333333333,0.128,0.935,0.2,1.0,1.0,0.651,0.631,0.281,13.3203,2.0,0.1308,0.1014,0.8678,38.0,0.4881,0.96,0.6397,0.886,0.0067,1.0
../calista/rating-based-dataset/images/english/187.png,4.447104677060134,0.132,0.37,0.23,1.0,0.852,0.731,0.0,0.117,69.8523,11.0,0.3789,0.2124,0.2975,17.0,0.3485,0.9962,0.7769,0.8758,0.0498,0.5
../calista/rating-based-dataset/images/english/188.png,3.082072176949942,0.272,0.997,0.53,1.0,1.0,0.48,0.729,0.144,27.3663,2.0,0.1038,0.0897,0.9265,60.0,0.5969,0.7807,0.6967,0.9163,0.0148,0.9
../calista/rating-based-dataset/images/english/189.png,3.1548423423423424,0.169,0.992,0.27,1.0,0.851,0.489,0.107,0.357,20.9592,6.0,0.2694,0.1607,0.3968,28.0,0.4273,1.0097,0.7141,0.8778,0.018,0.7
../calista/rating-based-dataset/images/english/19.png,3.8976377952755907,0.076,0.996,0.29,1.0,0.933,0.722,0.107,0.569,22.1322,6.0,0.3042,0.1729,0.7851,34.0,0.4616,0.9731,0.7816,0.877,0.0084,0.9
../calista/rating-based-dataset/images/english/190.png,3.7351973684210527,0.15,0.561,0.42,1.0,0.713,0.738,0.0,0.645,59.2159,16.0,0.3822,0.2345,0.4742,33.0,0.4553,0.9396,0.7616,0.8826,0.0527,0.9
../calista/rating-based-dataset/images/english/191.png,4.414798206278027,0.141,0.903,0.24,1.0,0.778,0.723,0.0,0.796,39.4108,14.0,0.3648,0.2054,0.5149,31.0,0.4447,0.9373,0.7217,0.8861,0.041,0.3
../calista/rating-based-dataset/images/english/192.png,4.582766439909297,0.168,0.898,0.66,1.0,0.886,0.779,0.041,0.983,39.7899,10.0,0.2259,0.1458,0.5912,61.0,0.6049,1.163,0.6552,0.8436,0.0262,1.0
../calista/rating-based-dataset/images/english/193.png,4.080110497237569,0.093,1.0,0.4,1.0,0.871,0.489,0.107,0.96,25.1014,6.0,0.3936,0.2282,0.6647,43.0,0.5143,1.1038,0.8357,0.8609,0.0205,1.0
../calista/rating-based-dataset/images/english/194.png,3.1283704572098476,0.129,0.831,0.25,1.0,0.794,0.597,0.0,0.109,44.3881,13.0,0.5251,0.2753,0.2925,20.0,0.3666,0.9671,0.8282,0.8726,0.043,0.5
../calista/rating-based-dataset/images/english/195.png,4.8552188552188555,0.166,0.163,0.4,1.0,0.828,0.809,0.0,0.196,85.5848,11.0,0.3153,0.2103,0.339,24.0,0.3993,0.8249,0.7083,0.9006,0.0503,0.6
../calista/rating-based-dataset/images/english/196.png,4.784378437843785,0.126,0.742,0.29,1.0,0.848,0.563,0.0,0.214,49.6023,11.0,0.3361,0.1879,0.3469,22.0,0.3858,0.6368,0.7725,0.9422,0.0512,0.9
../calista/rating-based-dataset/images/english/197.png,4.1398559423769505,0.185,0.582,0.37,1.0,0.9,0.651,0.0,0.327,58.126,13.0,0.3134,0.2036,0.3875,28.0,0.4298,0.8122,0.7367,0.9106,0.0418,0.8
../calista/rating-based-dataset/images/english/198.png,4.855371900826446,0.076,0.982,0.32,1.0,1.0,0.908,0.036,0.932,19.0079,8.0,0.3249,0.1824,0.6783,43.0,0.5133,0.9783,0.6221,0.8804,0.0084,0.6
../calista/rating-based-dataset/images/english/199.png,3.6298557158712543,0.517,0.935,0.69,1.0,0.918,0.726,0.65,0.395,36.6555,3.0,0.1115,0.098,0.8319,77.0,0.6981,1.2814,0.5694,0.8282,0.0172,0.9
../calista/rating-based-dataset/images/english/2.png,3.938908659549229,0.293,0.899,0.26,1.0,0.905,0.704,0.097,0.673,39.6526,8.0,0.2221,0.1388,0.7586,38.0,0.4872,1.1395,0.7233,0.8563,0.0199,0.9
../calista/rating-based-dataset/images/english/20.png,4.189057421451787,0.434,0.984,0.81,1.0,0.95,0.882,0.345,0.565,19.3206,6.0,0.169,0.1196,0.7861,78.0,0.7079,1.1528,0.6202,0.8416,0.0117,0.5
../calista/rating-based-dataset/images/english/200.png,5.273318872017353,0.124,0.997,0.51,1.0,0.936,0.517,0.0,0.056,22.5355,24.0,0.4345,0.2135,0.2461,32.0,0.4526,0.7089,0.7663,0.9245,0.0223,0.9
../calista/rating-based-dataset/images/english/201.png,5.106139438085328,0.114,0.571,0.49,1.0,0.849,0.796,0.0,0.1,58.6973,12.0,0.284,0.1792,0.2862,29.0,0.4324,0.7676,0.6914,0.9089,0.04,0.7
../calista/rating-based-dataset/images/english/202.png,4.28680479825518,0.213,0.715,0.77,1.0,0.935,0.756,0.0,0.935,51.0609,9.0,0.2325,0.1603,0.5628,65.0,0.6249,0.8136,0.6501,0.905,0.0171,0.9
../calista/rating-based-dataset/images/english/203.png,5.2956756756756755,0.561,0.851,0.76,1.0,0.782,0.724,0.483,0.673,43.1065,4.0,0.1456,0.1155,0.7584,78.0,0.7102,1.2891,0.62,0.822,0.0333,0.8
../calista/rating-based-dataset/images/english/204.png,3.0915570175438596,0.187,0.021,0.16,1.0,0.81,0.65,0.0,0.314,113.7195,9.0,0.3139,0.1973,0.3831,15.0,0.3274,1.0689,0.716,0.8546,0.0659,1.0
